CustomerID,Gender,RP,VP,TP,LP,CP,OP,BP,VDP,MCT,MM,MFPM,AME,TotalExpenditure,MFPS
2893,Male,No,No,No,Yes,No,Yes,Yes,Yes,Biennialcard,71,CashPayment,106.8,7623.2,No
2894,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Annualcard ,58,InstallmentPayment,24.5,1497.9,No
2895,Female,No,No,No,No,No,Yes,Yes,Yes,Annualcard ,12,ManualTransfer,75.85,854.45,No
2896,Male,Yes,No,Yes,No,No,No,No,Yes,Monthcard,9,CashPayment,88.05,801.3,No
2897,Male,No,No,No,No,No,No,Yes,Yes,Monthcard,22,InstallmentPayment,94.65,2104.55,Yes
2898,Female,Yes,No,No,No,Yes,No,Yes,Yes,Monthcard,47,CashPayment,99.7,4747.2,No
2899,Female,No,Yes,No,Yes,No,Yes,Yes,Yes,Biennialcard,67,CashPayment,104,7039.05,No
2900,Female,No,No,No,Yes,No,No,No,No,Monthcard,5,Auto-debit,50.55,244.75,No
2901,Female,No,No,No,No,No,Yes,Yes,Yes,Monthcard,4,ManualTransfer,100.85,399.25,No
2902,Male,Yes,No,Yes,No,No,No,No,Yes,Monthcard,52,CashPayment,39.9,2020.9,No
2903,Male,Yes,No,Yes,Yes,No,Yes,No,No,Monthcard,28,ManualTransfer,60.9,1785.65,No
2904,Female,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Annualcard ,55,CashPayment,76.25,4154.55,No
2905,Female,No,No,No,No,Yes,Yes,No,Yes,Biennialcard,50,Auto-debit,89.7,4304.5,No
2906,Male,No,No,Yes,No,No,No,No,Yes,Monthcard,2,ManualTransfer,90.75,174.75,No
2907,Male,No,No,No,Yes,No,No,No,No,Monthcard,51,Auto-debit,81,4085.75,No
2908,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,72,Auto-debit,64.45,4528,No
2909,Male,Yes,Yes,Yes,No,No,Yes,No,No,Monthcard,31,Auto-debit,35.4,1077.5,Yes
2910,Male,No,No,Yes,No,No,Yes,No,Yes,Monthcard,51,InstallmentPayment,44.45,2181.55,No
2911,Female,No,No,No,No,Yes,No,Yes,No,Monthcard,3,CashPayment,86.85,220.95,Yes
2912,Female,No,No,No ,No ,No ,No ,No ,No ,Monthcard,5,InstallmentPayment,19.85,108.05,Yes
2913,Male,No,No,No,Yes,No,No,No,Yes,Monthcard,52,CashPayment,85.35,4338.6,Yes
2914,Male,Yes,No,No,Yes,No,No,No,No,Monthcard,5,CashPayment,81.3,416.3,Yes
2915,Female,No,No,No,No,Yes,No,Yes,Yes,Monthcard,8,CashPayment,92.1,729.95,Yes
2916,Male,No,No,No,No,No,No,No,No,Monthcard,1,ManualTransfer,44.6,44.6,No
2917,Male,Yes,No,No,Yes,No,Yes,No,Yes,Monthcard,13,Auto-debit,89.05,1169.35,Yes
2918,Female,No,No,No,Yes,No,No,Yes,Yes,Biennialcard,63,Auto-debit,97.45,6253,No
2919,Female,No,No,No ,No ,No ,No ,No ,No ,Monthcard,8,CashPayment,19.65,164.3,Yes
2920,Female,Yes,No,No ,No ,No ,No ,No ,No ,Annualcard ,46,Auto-debit,24.45,1066.15,No
2921,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,35,CashPayment,25.6,901.25,No
2922,Male,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,51,CashPayment,19.1,1007.8,No
2923,Female,Yes,Yes,No,Yes,No,Yes,No,Yes,Annualcard ,41,Auto-debit,66.5,2728.6,Yes
2924,Male,No,No,No ,No ,No ,No ,No ,No ,Biennialcard,67,InstallmentPayment,25.1,1672.15,No
2925,Male,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Monthcard,54,CashPayment,109.55,6118.95,No
2926,Male,No,No,No,Yes,No,Yes,No,No,Monthcard,12,ManualTransfer,34,442.45,No
2927,Male,Yes,No,Yes,Yes,No,Yes,No,No,Biennialcard,70,InstallmentPayment,88,5986.45,No
2928,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Monthcard,10,Auto-debit,19.8,196.75,No
2929,Female,No,No,No,Yes,Yes,No,No,Yes,Monthcard,21,CashPayment,90.05,1862.9,No
2930,Male,No,No,No,Yes,No,Yes,No,No,Monthcard,31,CashPayment,78.45,2435.15,Yes
2931,Female,Yes,Yes,Yes,No,No,Yes,Yes,No,Monthcard,3,ManualTransfer,88.3,273.75,Yes
2932,Male,Yes,Yes,No,Yes,No,No,No,Yes,Annualcard ,63,CashPayment,91.35,5764.7,No
2933,Female,No,No,No,Yes,No,Yes,No,Yes,Annualcard ,36,ManualTransfer,70.7,2511.95,No
2934,Female,No,No,No,Yes,No,No,Yes,Yes,Annualcard ,46,InstallmentPayment,95.25,4424.2,Yes
2935,Male,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Monthcard,57,CashPayment,103.05,5925.75,No
2936,Female,Yes,No,Yes,Yes,No,Yes,Yes,No,Biennialcard,57,InstallmentPayment,70.35,4124.65,No
2937,Male,No,No,No,No,No,No,No,No,Annualcard ,26,InstallmentPayment,51.55,1295.4,No
2938,Female,Yes,Yes,No,No,Yes,Yes,No,No,Monthcard,10,InstallmentPayment,55.2,528.35,Yes
2939,Male,No,No,No,Yes,No,Yes,Yes,Yes,Monthcard,63,CashPayment,105.4,6713.2,No
2940,Male,Yes,No,No,No,Yes,No,Yes,Yes,Monthcard,5,CashPayment,94.45,498.1,Yes
2941,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,72,Auto-debit,24.75,1769.6,No
2942,Female,No,No,No,No,No,No,No,No,Monthcard,1,ManualTransfer,45.1,45.1,Yes
2943,Female,Yes,Yes,No,Yes,No,Yes,No,Yes,Monthcard,59,Auto-debit,96.65,5580.8,No
2944,Female,Yes,Yes,Yes,No,No,Yes,No,No,Biennialcard,54,Auto-debit,60,3273.95,No
2945,Female,No,No,No,No,No,No,No,No,Monthcard,1,CashPayment,25.25,25.25,No
2946,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,69,Auto-debit,24.45,1718.2,No
2947,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,2,ManualTransfer,20.35,33.2,Yes
2948,Female,No,No,Yes,No,No,Yes,No,No,Annualcard ,12,ManualTransfer,33.6,435.45,No
2949,Male,Yes,No,No,Yes,No,Yes,Yes,Yes,Biennialcard,67,Auto-debit,102.9,6989.7,No
2950,Female,No,No,Yes,No,Yes,No,No,No,Monthcard,1,CashPayment,55.8,55.8,Yes
2951,Female,No,Yes,No ,No ,No ,No ,No ,No ,Monthcard,28,ManualTransfer,20.25,535.35,No
2952,Male,No,No,No,No,No,No,No,No,Monthcard,2,ManualTransfer,44.95,85.15,Yes
2953,Female,No,No,No,No,No,No,No,Yes,Monthcard,4,CashPayment,79.15,317.25,Yes
2954,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,1,ManualTransfer,20.25,20.25,Yes
2955,Female,No,No,No ,No ,No ,No ,No ,No ,Biennialcard,33,InstallmentPayment,25.7,826.1,No
2956,Female,Yes,No,No,No,Yes,Yes,Yes,Yes,Monthcard,61,CashPayment,106.35,6751.35,No
2957,Female,No,Yes,Yes,No,Yes,No,No,Yes,Annualcard ,21,ManualTransfer,64.85,1336.8,No
2958,Male,No,No,No,No,Yes,No,No,No,Monthcard,2,ManualTransfer,49.95,107.1,No
2959,Male,No,No,No,Yes,No,Yes,Yes,No,Monthcard,8,CashPayment,66.65,520.95,No
2960,Female,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Annualcard ,68,InstallmentPayment,73,5163,No
2961,Male,No,No,No,Yes,No,No,No,Yes,Monthcard,4,CashPayment,90.05,368.1,Yes
2962,Male,No,No,No,No,No,No,No,No,Monthcard,6,CashPayment,74.9,469.8,Yes
2963,Female,Yes,No,No ,No ,No ,No ,No ,No ,Biennialcard,72,Auto-debit,25.65,1887,No
2964,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,1,CashPayment,19.2,19.2,No
2965,Male,No,No,No,No,No,No,Yes,No,Monthcard,2,CashPayment,79.95,174.45,No
2966,Female,No,No,No,No,No,No,No,No,Monthcard,2,CashPayment,24.5,46.4,No
2967,Female,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Monthcard,5,ManualTransfer,99.15,465.05,Yes
2968,Male,Yes,No,No ,No ,No ,No ,No ,No ,Monthcard,2,ManualTransfer,20,38,No
2969,Male,No,No,No,No,No,No,No,No,Monthcard,1,ManualTransfer,45.85,45.85,Yes
2970,Male,Yes,No,No,Yes,No,No,No,No,Monthcard,61,CashPayment,82.15,4904.85,No
2971,Female,Yes,No,No,No,Yes,No,Yes,Yes,Monthcard,35,Auto-debit,102.05,3452.55,No
2972,Female,Yes,No,Yes,No,Yes,No,No,No,Monthcard,17,Auto-debit,85.35,1463.45,Yes
2973,Male,Yes,No,No,Yes,Yes,No,No,No,Monthcard,30,ManualTransfer,79.65,2365.15,Yes
2974,Male,Yes,Yes,Yes,Yes,No,No,No,Yes,Monthcard,60,CashPayment,93.25,5774.55,No
2975,Female,No,No,Yes,Yes,No,No,No,No,Monthcard,6,CashPayment,56.25,389.1,Yes
2976,Male,No,No,No,Yes,Yes,Yes,Yes,Yes,Annualcard ,68,CashPayment,108.45,7176.55,Yes
2977,Female,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,52,InstallmentPayment,66.25,3330.1,No
2978,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Monthcard,1,ManualTransfer,20.5,20.5,Yes
2979,Female,No,Yes,No,No,No,Yes,No,No,Monthcard,5,ManualTransfer,51,286.8,No
2980,Female,No,No,No,No,No,No,Yes,Yes,Monthcard,6,InstallmentPayment,45,298.7,No
2981,Female,No,Yes,No,No,No,No,Yes,Yes,Monthcard,1,CashPayment,89.35,89.35,No
2982,Male,No,No,No,Yes,No,No,No,No,Monthcard,1,CashPayment,74.35,74.35,Yes
2983,Female,No,No,No,Yes,No,No,Yes,No,Annualcard ,66,Auto-debit,88.9,6000.1,No
2984,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,72,Auto-debit,19.95,1322.85,No
2985,Female,No,No,No,No,No,No,Yes,No,Monthcard,8,Auto-debit,80.1,679.3,Yes
2986,Male,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Monthcard,24,Auto-debit,81,1923.85,No
2987,Male,Yes,No,No,Yes,Yes,No,No,No,Monthcard,8,ManualTransfer,54.75,445.85,No
2988,Male,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Annualcard ,68,InstallmentPayment,117.2,8035.95,No
2989,Female,No,No,No,No,No,No,No,No,Monthcard,9,CashPayment,74.75,706.6,Yes
2990,Male,Yes,No,No,No,No,No,No,No,Monthcard,38,CashPayment,24.85,955.75,No
2991,Male,No,No,Yes,No,No,Yes,No,Yes,Monthcard,9,ManualTransfer,64.95,547.8,No
2992,Male,No,No,No,No,Yes,No,No,No,Monthcard,19,CashPayment,79.85,1471.75,Yes
2993,Female,Yes,No,No,No,Yes,No,Yes,No,Monthcard,7,CashPayment,86.25,587.1,Yes
2994,Male,Yes,No,No,Yes,No,No,Yes,Yes,Monthcard,40,CashPayment,101.3,4113.1,Yes
2995,Male,Yes,No,No,No,No,Yes,No,No,Monthcard,3,Auto-debit,79.65,251.75,Yes
2996,Male,No,No,No,No,No,No,No,No,Monthcard,7,CashPayment,69.55,521.35,No
2997,Male,No,Yes,No ,No ,No ,No ,No ,No ,Monthcard,1,ManualTransfer,19.85,19.85,No
2998,Female,No,Yes,No ,No ,No ,No ,No ,No ,Annualcard ,7,ManualTransfer,20.05,96.8,No
2999,Female,Yes,Yes,No,Yes,No,No,No,Yes,Annualcard ,28,CashPayment,39.1,1096.6,No
3000,Male,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Biennialcard,72,Auto-debit,82.3,5980.55,No
3001,Female,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Biennialcard,65,Auto-debit,79.4,5071.9,No
3002,Female,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Biennialcard,56,InstallmentPayment,72.6,4084.35,No
3003,Male,Yes,No,No,No,Yes,Yes,Yes,Yes,Monthcard,15,CashPayment,103.45,1539.8,No
3004,Female,No,No,No ,No ,No ,No ,No ,No ,Biennialcard,56,Auto-debit,19.55,1080.55,No
3005,Male,No,No,Yes,No,No,No,No,No,Monthcard,9,CashPayment,81.15,784.45,No
3006,Male,Yes,No,No,No,No,No,No,No,Monthcard,16,CashPayment,75.4,1189.4,No
3007,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Annualcard ,69,InstallmentPayment,20.55,1403.1,No
3008,Female,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,68,Auto-debit,114.9,7843.55,No
3009,Male,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Biennialcard,50,Auto-debit,75.15,3822.45,No
3010,Male,Yes,No,Yes,No,Yes,No,No,Yes,Monthcard,53,CashPayment,93.9,5029.2,Yes
3011,Male,No,No,No,Yes,No,Yes,No,No,Monthcard,10,CashPayment,35.75,389.8,No
3012,Female,No,Yes,No,No,Yes,No,No,No,Monthcard,26,ManualTransfer,29.8,786.5,No
3013,Female,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,16,InstallmentPayment,19.35,295.55,No
3014,Male,Yes,No,No ,No ,No ,No ,No ,No ,Biennialcard,72,ManualTransfer,25.4,1710.9,No
3015,Female,Yes,No,Yes,No,Yes,Yes,No,Yes,Biennialcard,70,Auto-debit,49.85,3370.2,No
3016,Female,No,No,Yes,No,No,Yes,Yes,Yes,Monthcard,12,Auto-debit,98.9,1120.95,Yes
3017,Male,No,Yes,Yes,No,No,No,No,No,Monthcard,17,ManualTransfer,50.3,846.8,No
3018,Male,No,No,No,Yes,No,No,No,No,Monthcard,1,CashPayment,50.75,50.75,Yes
3019,Female,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,10,ManualTransfer,19.8,198.25,No
3020,Male,No,No,No,No,No,No,Yes,No,Monthcard,7,ManualTransfer,54.85,370.4,No
3021,Male,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Annualcard ,68,Auto-debit,75.8,5293.95,Yes
3022,Male,Yes,Yes,Yes,No,No,Yes,No,No,Monthcard,7,CashPayment,34.5,279.25,Yes
3023,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Annualcard ,13,ManualTransfer,20,218.55,No
3024,Female,Yes,No,No,Yes,No,Yes,Yes,Yes,Annualcard ,70,Auto-debit,105.55,7195.35,No
3025,Female,Yes,Yes,No,Yes,Yes,No,No,No,Monthcard,10,ManualTransfer,55.55,551.3,No
3026,Female,No,No,Yes,No,Yes,No,No,No,Monthcard,5,InstallmentPayment,55.8,300.4,No
3027,Male,No,No,Yes,No,No,No,Yes,No,Monthcard,19,CashPayment,90.6,1660,Yes
3028,Female,No,No,No,No,No,Yes,No,Yes,Annualcard ,39,CashPayment,59.3,2209.15,No
3029,Male,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Monthcard,20,Auto-debit,108.2,2203.7,No
3030,Male,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Annualcard ,20,InstallmentPayment,94.3,1818.3,No
3031,Male,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,72,InstallmentPayment,64.95,4546,No
3032,Female,No,No,No ,No ,No ,No ,No ,No ,Biennialcard,62,InstallmentPayment,25.8,1563.95,No
3033,Female,No,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,24,ManualTransfer,19.75,498.1,No
3034,Male,Yes,No,No,No,No,No,Yes,No,Monthcard,21,Auto-debit,54.6,1125.2,No
3035,Female,No,No,No,No,No,No,No,No,Monthcard,2,CashPayment,70.65,142.35,Yes
3036,Female,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Annualcard ,48,Auto-debit,69.7,3023.65,No
3037,Male,No,No,Yes,No,No,No,No,No,Monthcard,7,ManualTransfer,74.35,533.6,No
3038,Male,No,No,No,No,Yes,No,No,No,Monthcard,1,CashPayment,54.35,54.35,Yes
3039,Female,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Annualcard ,53,Auto-debit,108.95,5718.2,No
3040,Female,No,No,No,No,No,No,Yes,No,Monthcard,1,InstallmentPayment,55,55,Yes
3041,Female,Yes,Yes,No,Yes,No,No,No,No,Monthcard,27,ManualTransfer,49.85,1336.15,No
3042,Female,Yes,Yes,No,No,No,No,Yes,Yes,Annualcard ,56,Auto-debit,88.9,4968,No
3043,Male,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Biennialcard,67,CashPayment,79.7,5293.4,Yes
3044,Female,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,17,InstallmentPayment,20.05,337.9,No
3045,Male,No,No,No,No,No,No,No,No,Monthcard,18,Auto-debit,75.6,1395.05,No
3046,Male,No,No,No,Yes,Yes,No,No,No,Monthcard,37,CashPayment,36.65,1315,No
3047,Female,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Monthcard,41,Auto-debit,114.5,4527.45,Yes
3048,Male,No,No,No ,No ,No ,No ,No ,No ,Biennialcard,48,InstallmentPayment,20.15,982.95,No
3049,Male,No,Yes,No,No,No,No,No,No,Monthcard,1,CashPayment,44.4,44.4,Yes
3050,Male,Yes,No,No ,No ,No ,No ,No ,No ,Monthcard,8,Auto-debit,19.55,161.15,No
3051,Female,No,No,No,Yes,No,Yes,Yes,Yes,Biennialcard,50,ManualTransfer,100.2,5038.45,No
3052,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,0,ManualTransfer,25.75, ,No
3053,Female,No,No,No,No,No,No,No,No,Monthcard,1,ManualTransfer,24.9,24.9,No
3054,Male,No,No,No,Yes,No,Yes,Yes,Yes,Annualcard ,56,Auto-debit,75.75,4284.65,No
3055,Male,No,No,Yes,No,No,No,Yes,No,Monthcard,6,Auto-debit,85.15,503.6,Yes
3056,Female,Yes,Yes,No,Yes,No,No,No,Yes,Monthcard,14,Auto-debit,90.9,1259,Yes
3057,Male,No,No,No,No,No,No,No,No,Monthcard,1,CashPayment,44.75,44.75,No
3058,Male,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Annualcard ,34,InstallmentPayment,116.25,3899.05,No
3059,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,72,InstallmentPayment,114.05,8468.2,No
3060,Male,Yes,Yes,Yes,Yes,No,No,No,Yes,Annualcard ,32,CashPayment,90.8,3023.85,No
3061,Male,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,17,ManualTransfer,20.5,365.8,No
3062,Male,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Biennialcard,68,Auto-debit,105.25,7173.15,No
3063,Female,No,No,Yes,No,Yes,Yes,No,No,Biennialcard,47,ManualTransfer,65,2879.9,No
3064,Female,No,No,No,No,No,Yes,Yes,Yes,Monthcard,16,CashPayment,94.45,1511.2,Yes
3065,Male,Yes,Yes,No,Yes,No,Yes,No,No,Monthcard,44,Auto-debit,54.9,2549.1,No
3066,Female,Yes,No,Yes,No,Yes,No,Yes,Yes,Biennialcard,72,CashPayment,105.5,7544,No
3067,Male,Yes,No,No ,No ,No ,No ,No ,No ,Monthcard,3,InstallmentPayment,20.55,51.15,Yes
3068,Male,No,No,No,Yes,Yes,Yes,No,Yes,Monthcard,22,Auto-debit,94.95,2142.8,No
3069,Male,No,No,No,No,Yes,Yes,Yes,Yes,Monthcard,23,ManualTransfer,104.05,2470.1,Yes
3070,Female,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,3,ManualTransfer,20.25,71.2,No
3071,Male,No,No,Yes,Yes,Yes,No,Yes,Yes,Annualcard ,44,CashPayment,106.05,4510.8,No
3072,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Biennialcard,70,InstallmentPayment,114.75,7842.3,No
3073,Male,No,No,No,Yes,No,No,No,Yes,Monthcard,5,CashPayment,85.55,408.5,No
3074,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,4,CashPayment,19.85,63,No
3075,Female,No,No,No ,No ,No ,No ,No ,No ,Monthcard,4,ManualTransfer,20.15,84.5,No
3076,Female,No,No,No,No,No,Yes,Yes,No,Monthcard,3,CashPayment,63.6,155.65,Yes
3077,Male,No,No,Yes,No,Yes,No,Yes,No,Monthcard,54,ManualTransfer,89.8,4667,No
3078,Male,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,14,InstallmentPayment,24.8,321.7,No
3079,Female,No,No,Yes,Yes,Yes,Yes,Yes,No,Annualcard ,25,ManualTransfer,74.3,1863.8,Yes
3080,Female,No,No,No,No,Yes,No,No,No,Monthcard,27,CashPayment,78.05,2135.5,Yes
3081,Female,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Annualcard ,12,CashPayment,79.2,943.85,No
3082,Female,No,No,No,No,No,No,No,No,Monthcard,1,CashPayment,74.5,74.5,Yes
3083,Male,Yes,Yes,No,Yes,Yes,Yes,No,No,Monthcard,13,Auto-debit,61.8,750.1,No
3084,Male,Yes,Yes,No,No,No,Yes,Yes,Yes,Biennialcard,69,CashPayment,99.35,6856.45,No
3085,Female,No,Yes,No,No,No,No,No,No,Monthcard,35,ManualTransfer,50.15,1655.35,No
3086,Female,Yes,No,Yes,No,Yes,No,Yes,Yes,Monthcard,21,Auto-debit,104.4,2200.25,Yes
3087,Male,Yes,Yes,No,No,Yes,No,No,Yes,Annualcard ,64,InstallmentPayment,90.25,5629.15,No
3088,Male,No,No,No,No,No,No,Yes,Yes,Monthcard,2,CashPayment,93.85,196.75,Yes
3089,Female,No,No,No ,No ,No ,No ,No ,No ,Annualcard ,20,InstallmentPayment,19.35,433.75,No
3090,Male,No,No,No,No,No,Yes,No,No,Monthcard,26,Auto-debit,49.15,1237.3,No
3091,Male,No,No,No,Yes,No,Yes,No,No,Monthcard,3,ManualTransfer,36.85,108.7,Yes
3092,Female,No,Yes,No ,No ,No ,No ,No ,No ,Monthcard,4,ManualTransfer,25.45,84.2,No
3093,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Monthcard,7,CashPayment,75.7,554.05,No
3094,Male,No,No,No,No,No,No,No,No,Monthcard,2,ManualTransfer,44.65,74.9,Yes
3095,Male,Yes,No,No,No,Yes,No,Yes,Yes,Monthcard,46,CashPayment,101,4680.05,Yes
3096,Female,No,No,No,Yes,No,Yes,No,No,Monthcard,10,CashPayment,36.25,374,No
3097,Female,Yes,Yes,No,No,No,Yes,Yes,No,Monthcard,5,CashPayment,85.75,470.95,Yes
3098,Female,No,No,No,No,Yes,No,No,No,Monthcard,13,CashPayment,74.3,940.35,Yes
3099,Female,Yes,No,No ,No ,No ,No ,No ,No ,Biennialcard,71,Auto-debit,24.75,1836.9,No
3100,Male,No,No,No,Yes,No,No,Yes,Yes,Monthcard,9,InstallmentPayment,99.3,918.75,No
3101,Female,No,No,Yes,Yes,No,No,No,No,Annualcard ,42,Auto-debit,60.15,2421.6,No
3102,Male,Yes,No,No,Yes,Yes,No,Yes,Yes,Monthcard,61,CashPayment,105.55,6281.45,Yes
3103,Male,Yes,Yes,No,No,No,No,No,No,Monthcard,60,Auto-debit,74.35,4453.3,No
3104,Male,No,No,No,No,No,No,No,No,Monthcard,2,InstallmentPayment,71.3,157.75,No
3105,Female,No,No,No,No,Yes,No,Yes,Yes,Monthcard,39,InstallmentPayment,50.65,1905.4,No
3106,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Annualcard ,15,ManualTransfer,19.5,239.75,No
3107,Female,No,No,No ,No ,No ,No ,No ,No ,Biennialcard,15,ManualTransfer,19.6,331.6,No
3108,Male,No,No,No,No,No,No,No,No,Monthcard,7,ManualTransfer,43.9,278.4,No
3109,Female,Yes,No,No,No,No,Yes,Yes,Yes,Annualcard ,61,Auto-debit,101.15,6383.9,No
3110,Female,Yes,Yes,No,No,Yes,No,No,No,Monthcard,19,Auto-debit,49.6,962.9,No
3111,Male,No,No,No ,No ,No ,No ,No ,No ,Biennialcard,59,ManualTransfer,25,1510.5,No
3112,Male,No,Yes,No,No,No,No,Yes,Yes,Monthcard,30,CashPayment,44.5,1307.8,No
3113,Male,Yes,No,No,Yes,No,No,No,Yes,Monthcard,62,Auto-debit,89.8,5629.55,No
3114,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Annualcard ,2,ManualTransfer,19.85,35.9,Yes
3115,Female,No,No,No,Yes,Yes,No,No,No,Monthcard,18,CashPayment,77.8,1358.6,No
3116,Female,Yes,No,No,Yes,No,No,No,Yes,Monthcard,20,CashPayment,60,1259.35,No
3117,Male,No,Yes,No,No,No,Yes,No,No,Monthcard,5,Auto-debit,48.65,235.2,No
3118,Female,Yes,No,No,No,Yes,Yes,No,No,Monthcard,42,CashPayment,84.3,3588.4,Yes
3119,Female,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Biennialcard,0,Auto-debit,52.55, ,No
3120,Female,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Monthcard,52,Auto-debit,98.15,4993.4,No
3121,Male,Yes,Yes,No ,No ,No ,No ,No ,No ,Biennialcard,45,CashPayment,19.2,903.7,No
3122,Male,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Annualcard ,69,ManualTransfer,110.55,7610.1,No
3123,Female,No,No,No,No,Yes,No,No,No,Monthcard,8,Auto-debit,74.05,600.15,No
3124,Female,No,No,No,Yes,Yes,No,Yes,Yes,Annualcard ,36,Auto-debit,104.8,3886.45,No
3125,Female,No,No,No,No,No,No,No,No,Monthcard,2,CashPayment,69.7,135.2,No
3126,Male,No,No,No,No,Yes,Yes,No,No,Monthcard,5,CashPayment,56.15,291.45,No
3127,Female,Yes,No,No,Yes,Yes,No,Yes,Yes,Monthcard,52,CashPayment,105.05,5624.85,Yes
3128,Female,No,No,No,No,No,No,No,Yes,Monthcard,3,CashPayment,55.3,196.15,Yes
3129,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,13,CashPayment,20.4,251.65,No
3130,Female,Yes,Yes,No ,No ,No ,No ,No ,No ,Annualcard ,38,InstallmentPayment,19.6,763.1,No
3131,Female,No,No,No,Yes,Yes,No,Yes,Yes,Annualcard ,61,CashPayment,103.95,6423,No
3132,Male,No,No,No ,No ,No ,No ,No ,No ,Monthcard,16,Auto-debit,20.25,327.45,Yes
3133,Female,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Monthcard,35,CashPayment,72.25,2568.55,Yes
3134,Female,No,Yes,Yes,No,No,No,No,No,Monthcard,18,ManualTransfer,57.65,992.7,No
3135,Male,Yes,Yes,No,Yes,No,Yes,No,No,Biennialcard,23,ManualTransfer,59.7,1414.2,No
3136,Female,No,No,No,No,Yes,Yes,No,Yes,Annualcard ,46,InstallmentPayment,69.1,3255.35,No
3137,Female,No,No,No,No,No,No,No,No,Monthcard,1,Auto-debit,69.7,69.7,Yes
3138,Male,No,No,No,No,Yes,Yes,No,No,Monthcard,26,CashPayment,35.75,1022.5,No
3139,Male,No,No,No,Yes,No,No,No,No,Monthcard,11,CashPayment,74.95,815.5,Yes
3140,Female,Yes,Yes,Yes,Yes,No,No,No,No,Monthcard,35,InstallmentPayment,59.45,2136.9,No
3141,Female,No,No,No,No,Yes,No,No,No,Monthcard,6,CashPayment,74.4,434.1,Yes
3142,Male,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Annualcard ,31,InstallmentPayment,75.5,2424.45,No
3143,Female,No,No,Yes,Yes,No,No,No,No,Monthcard,38,InstallmentPayment,57.15,2250.65,Yes
3144,Male,No,No,No,No,No,No,No,No,Monthcard,1,CashPayment,69.8,69.8,Yes
3145,Female,No,No,No,No,No,No,No,No,Monthcard,2,Auto-debit,70,153.05,Yes
